,Aasu_Wx,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
118,2016-08-13 18:15:00,,,,,,4,95.9,75.2,0,115,8,2,73.9,
119,2016-08-13 18:30:00,,,,,,0,95.9,75.1,0,114,5,1,73.8,
120,2016-08-13 18:45:00,,,,,,0,96.7,75,0,128,7,2,74,
121,2016-08-13 19:00:00,,,,,,0,97,74.9,0,112,9,2,74,
122,2016-08-13 19:15:00,,,,,,0,97.4,75,0,118,7,2,74.2,
123,2016-08-13 19:30:00,,,,,,0,97.8,75,0,128,7,3,74.3,
124,2016-08-13 19:45:00,,,,,,0,98.2,75,0,121,8,2,74.4,
125,2016-08-13 20:00:00,,,,,,0,98.5,74.8,0,117,8,3,74.3,
126,2016-08-13 20:15:00,,,,,,0,98.5,74.7,0,104,8,2,74.2,
127,2016-08-13 20:30:00,,,,,,0,98.6,74.6,0,124,12,3,74.2,
128,2016-08-13 20:45:00,,,,,,0,98.7,74.6,0,122,8,3,74.2,
129,2016-08-13 21:00:00,,,,,,0,98.9,74.6,0,124,8,3,74.3,
130,2016-08-13 21:15:00,,,,,,0,99,74.6,0,129,10,4,74.3,
131,2016-08-13 21:30:00,,,,,,0,98.7,74.6,0,112,11,4,74.2,
132,2016-08-13 21:45:00,,,,,,0,98.4,74.7,0,120,8,3,74.2,
133,2016-08-13 22:00:00,,,,,,0,98.7,74.7,0,110,9,3,74.3,
134,2016-08-13 22:15:00,,,,,,0,99,74.4,0,96,8,2,74.1,
135,2016-08-13 22:30:00,,,,,,0,99,74.3,0,115,10,2,74,
136,2016-08-13 22:45:00,,,,,,0,99.2,74.3,0,97,6,2,74.1,
137,2016-08-13 23:00:00,,,,,,0,98.6,74.1,0,81,6,0,73.7,
138,2016-08-13 23:15:00,,,,,,0,96.8,74.1,0,97,8,2,73.1,
139,2016-08-13 23:30:00,,,,,,0,95.1,74.4,0,86,6,2,72.9,
140,2016-08-13 23:45:00,,,,,,0,95.5,74.1,0,81,7,1,72.7,
141,2016-08-14 00:00:00,,,,,,0,96.3,74.1,0,96,8,3,73,
142,2016-08-14 00:15:00,,,,,,0,97.4,74.5,0,96,10,3,73.7,
143,2016-08-14 00:30:00,,,,,,0,98.4,74.6,0,81,6,1,74.1,
144,2016-08-14 00:45:00,,,,,,0,99.1,74.6,0,107,11,2,74.3,
145,2016-08-14 01:00:00,,,,,,0,99.1,74,0,83,9,3,73.7,
146,2016-08-14 01:15:00,,,,,,0,98.5,74,0,83,9,3,73.5,
147,2016-08-14 01:30:00,,,,,,0,98.1,74,0,86,8,2,73.4,
148,2016-08-14 01:45:00,,,,,,0,97.9,73.8,0,88,7,2,73.1,
149,2016-08-14 02:00:00,,,,,,0,97.9,73.7,0,70,4,1,73,
150,2016-08-14 02:15:00,,,,,,0,98,73.7,0,81,7,2,73.1,
151,2016-08-14 02:30:00,,,,,,0,97.7,73.8,0,64,6,1,73.1,
152,2016-08-14 02:45:00,,,,,,0,97.5,73.8,0,98,7,2,73,
153,2016-08-14 03:00:00,,,,,,0,97.4,73.9,0,86,6,1,73.1,
154,2016-08-14 03:15:00,,,,,,0,97.4,73.9,0,77,8,2,73.1,
155,2016-08-14 03:30:00,,,,,,0,97.4,74,0,81,6,1,73.2,
156,2016-08-14 03:45:00,,,,,,0,97.4,73.9,0,73,5,1,73.1,
157,2016-08-14 04:00:00,,,,,,0,97,73.8,0,72,6,1,72.9,
158,2016-08-14 04:15:00,,,,,,0,97.2,73.6,0,74,3,0,72.7,
159,2016-08-14 04:30:00,,,,,,0,97.4,73.6,0,91,5,0,72.8,
160,2016-08-14 04:45:00,,,,,,0,97.4,73.6,0,87,5,1,72.8,
161,2016-08-14 05:00:00,,,,,,0,97.5,73.4,0,83,5,0,72.6,
162,2016-08-14 05:15:00,,,,,,0,97.8,73.2,0,93,6,1,72.5,
163,2016-08-14 05:30:00,,,,,,0,98.1,73.4,0,90,7,1,72.8,
164,2016-08-14 05:45:00,,,,,,0,98.4,73.6,0,118,8,2,73.1,
165,2016-08-14 06:00:00,,,,,,0,98.9,73.9,0,117,8,1,73.6,
166,2016-08-14 06:15:00,,,,,,0,98.5,73.8,0,84,8,1,73.3,
167,2016-08-14 06:30:00,,,,,,0,98.4,73.9,0,88,6,1,73.4,
168,2016-08-14 06:45:00,,,,,,4,98.3,73.9,0,91,5,1,73.4,
169,2016-08-14 07:00:00,,,,,,20,98.2,74,0,87,9,2,73.4,
170,2016-08-14 07:15:00,,,,,,21,97.9,73.9,0,87,6,1,73.2,
171,2016-08-14 07:30:00,,,,,,21,98.3,73.8,0,107,7,1,73.3,
172,2016-08-14 07:45:00,,,,,,74,98.5,74.1,0,108,8,2,73.6,
173,2016-08-14 08:00:00,,,,,,63,97.9,74.6,0,93,8,2,73.9,
174,2016-08-14 08:15:00,,,,,,128,97.4,75.3,0,90,8,2,74.5,
175,2016-08-14 08:30:00,,,,,,97,95.9,75.8,0,97,10,3,74.5,
176,2016-08-14 08:45:00,,,,,,275,95.6,76.2,0,93,8,2,74.8,
177,2016-08-14 09:00:00,,,,,,210,95.5,76.7,0,108,7,2,75.3,
178,2016-08-14 09:15:00,,,,,,345,93.6,77.2,0,101,5,1,75.2,
179,2016-08-14 09:30:00,,,,,,574,92.7,77.8,0,128,6,1,75.5,
180,2016-08-14 09:45:00,,,,,,487,93.4,77.7,0,115,6,1,75.6,
181,2016-08-14 10:00:00,,,,,,610,92.4,77.9,0,122,7,0,75.5,
182,2016-08-14 10:15:00,,,,,,727,91.1,78.8,0,117,9,1,76,
183,2016-08-14 10:30:00,,,,,,778,90.1,78.8,0,108,10,1,75.6,
184,2016-08-14 10:45:00,,,,,,702,88.4,79.8,0,105,8,1,76.1,
185,2016-08-14 11:00:00,,,,,,353,91.2,78.5,0,144,8,1,75.7,
186,2016-08-14 11:15:00,,,,,,459,91.9,78.1,0,118,8,1,75.5,
187,2016-08-14 11:30:00,,,,,,495,95.7,76.6,0.01,118,9,0,75.3,
188,2016-08-14 11:45:00,,,,,,969,96.1,76.8,0,134,8,1,75.6,
189,2016-08-14 12:00:00,,,,,,764,94.7,78.1,0.01,142,8,0,76.4,
190,2016-08-14 12:15:00,,,,,,752,94.7,77.9,0,101,6,0,76.2,
191,2016-08-14 12:30:00,,,,,,796,93.9,77.7,0,131,9,1,75.8,
192,2016-08-14 12:45:00,,,,,,758,92.5,78.3,0,131,10,2,75.9,
193,2016-08-14 13:00:00,,,,,,757,92.5,78.2,0,114,12,2,75.8,
194,2016-08-14 13:15:00,,,,,,547,93.7,77.8,0,122,10,1,75.8,
195,2016-08-14 13:30:00,,,,,,377,93.9,77.7,0,136,8,1,75.8,
196,2016-08-14 13:45:00,,,,,,508,94.9,77,0,128,9,2,75.4,
197,2016-08-14 14:00:00,,,,,,620,93.1,77.8,0,127,14,2,75.6,
198,2016-08-14 14:15:00,,,,,,643,91.3,78.6,0,152,7,0,75.8,
199,2016-08-14 14:30:00,,,,,,289,93.4,78,0,127,11,1,75.9,
200,2016-08-14 14:45:00,,,,,,321,95,76.7,0,139,7,1,75.1,
201,2016-08-14 15:00:00,,,,,,631,92.1,78.1,0,144,8,2,75.6,
202,2016-08-14 15:15:00,,,,,,261,93.9,77.6,0,135,7,1,75.7,
203,2016-08-14 15:30:00,,,,,,265,95,76.7,0,134,8,2,75.1,
204,2016-08-14 15:45:00,,,,,,253,95.4,76.5,0,142,9,2,75.1,
205,2016-08-14 16:00:00,,,,,,586,92.8,77.5,0,141,8,2,75.2,
206,2016-08-14 16:15:00,,,,,,323,94,77.3,0,136,8,3,75.4,
207,2016-08-14 16:30:00,,,,,,256,95.3,76.4,0,146,8,2,74.9,
208,2016-08-14 16:45:00,,,,,,141,95.9,76.4,0,138,9,1,75.1,
209,2016-08-14 17:00:00,,,,,,160,96.6,76,0,136,9,2,74.9,
210,2016-08-14 17:15:00,,,,,,88,97.3,75.8,0,139,7,1,75,
211,2016-08-14 17:30:00,,,,,,53,98.2,75.4,0,135,10,3,74.8,
212,2016-08-14 17:45:00,,,,,,55,98.7,75.2,0,151,9,4,74.8,
213,2016-08-14 18:00:00,,,,,,52,98.9,75.1,0,142,12,3,74.8,
214,2016-08-14 18:15:00,,,,,,12,99.2,75,0,139,7,2,74.8,
215,2016-08-14 18:30:00,,,,,,0,99.5,74.9,0,135,9,4,74.7,
216,2016-08-14 18:45:00,,,,,,0,99.5,74.7,0,129,9,3,74.5,
217,2016-08-14 19:00:00,,,,,,0,99.5,74.3,0.05,105,12,3,74.1,
218,2016-08-14 19:15:00,,,,,,0,99.9,73.2,0.01,112,8,2,73.2,
219,2016-08-14 19:30:00,,,,,,0,100,73.4,0,136,10,3,73.4,
220,2016-08-14 19:45:00,,,,,,0,100,73.6,0,129,10,4,73.6,
221,2016-08-14 20:00:00,,,,,,0,100,73.8,0,142,10,3,73.8,
222,2016-08-14 20:15:00,,,,,,0,100,73.9,0,128,9,2,73.9,
223,2016-08-14 20:30:00,,,,,,0,100,74,0.22,139,12,3,74,
224,2016-08-14 20:45:00,,,,,,0,100,73.9,0.05,128,11,3,73.9,
225,2016-08-14 21:00:00,,,,,,0,100,73.2,0,121,11,3,73.2,
226,2016-08-14 21:15:00,,,,,,0,100,72.8,0,104,11,2,72.8,
227,2016-08-14 21:30:00,,,,,,0,100,72.9,0,117,7,1,72.9,
228,2016-08-14 21:45:00,,,,,,0,100,73,0,127,9,3,73,
229,2016-08-14 22:00:00,,,,,,0,100,73.1,0,124,9,1,73.1,
230,2016-08-14 22:15:00,,,,,,0,100,73,0,110,6,0,73,
231,2016-08-14 22:30:00,,,,,,0,100,72.9,0,120,10,1,72.9,
232,2016-08-14 22:45:00,,,,,,0,100,72.8,0,94,8,1,72.8,
233,2016-08-14 23:00:00,,,,,,0,100,72.8,0,98,8,0,72.8,
234,2016-08-14 23:15:00,,,,,,0,100,72.8,0.01,69,6,0,72.8,
235,2016-08-14 23:30:00,,,,,,0,100,72.8,0.01,81,6,0,72.8,
236,2016-08-14 23:45:00,,,,,,0,100,72.8,0,129,8,0,72.8,
237,2016-08-15 00:00:00,,,,,,0,100,72.9,0,77,4,0,72.9,
238,2016-08-15 00:15:00,,,,,,0,100,72.8,0,74,4,0,72.8,
239,2016-08-15 00:30:00,,,,,,0,100,72.9,0,104,0,0,72.9,
240,2016-08-15 00:45:00,,,,,,0,100,73.1,0,88,7,0,73.1,
241,2016-08-15 01:00:00,,,,,,0,100,73,0,55,3,0,73,
242,2016-08-15 01:15:00,,,,,,0,100,73,0,93,3,0,73,
243,2016-08-15 01:30:00,,,,,,0,100,72.9,0,64,1,0,72.9,
244,2016-08-15 01:45:00,,,,,,0,100,72.9,0,74,0,0,72.9,
245,2016-08-15 02:00:00,,,,,,0,100,73.1,0,36,5,0,73.1,
246,2016-08-15 02:15:00,,,,,,0,99.9,72.9,0,62,5,0,72.9,
247,2016-08-15 02:30:00,,,,,,0,100,72.9,0,80,4,0,72.9,
248,2016-08-15 02:45:00,,,,,,0,100,73.3,0,96,5,0,73.3,
249,2016-08-15 03:00:00,,,,,,0,100,73.3,0,74,5,0,73.3,
250,2016-08-15 03:15:00,,,,,,0,100,73.3,0,90,5,0,73.3,
251,2016-08-15 03:30:00,,,,,,0,100,73.3,0,107,2,0,73.3,
252,2016-08-15 03:45:00,,,,,,0,100,73.5,0,87,3,0,73.5,
253,2016-08-15 04:00:00,,,,,,0,100,73.5,0,100,0,0,73.5,
254,2016-08-15 04:15:00,,,,,,0,100,73.6,0,96,0,0,73.6,
255,2016-08-15 04:30:00,,,,,,0,100,73.7,0,77,2,0,73.7,
256,2016-08-15 04:45:00,,,,,,0,100,73.6,0,100,3,0,73.6,
257,2016-08-15 05:00:00,,,,,,0,100,73.2,0,73,2,0,73.2,
258,2016-08-15 05:15:00,,,,,,0,100,73.2,0,122,2,0,73.2,
259,2016-08-15 05:30:00,,,,,,0,100,72.9,0,90,0,0,72.9,
260,2016-08-15 05:45:00,,,,,,0,100,72.8,0,110,7,1,72.8,
261,2016-08-15 06:00:00,,,,,,0,100,72.9,0,96,7,1,72.9,
262,2016-08-15 06:15:00,,,,,,0,100,73,0,69,5,0,73,
263,2016-08-15 06:30:00,,,,,,0,100,72.9,0,96,4,0,72.9,
264,2016-08-15 06:45:00,,,,,,2,100,72.9,0,67,5,0,72.9,
265,2016-08-15 07:00:00,,,,,,9,100,73.2,0,103,6,0,73.2,
266,2016-08-15 07:15:00,,,,,,56,100,73.4,0,87,9,1,73.4,
267,2016-08-15 07:30:00,,,,,,133,100,74.3,0,77,4,0,74.3,
268,2016-08-15 07:45:00,,,,,,146,99.5,75.2,0,108,4,0,75,
269,2016-08-15 08:00:00,,,,,,108,99.5,75,0,62,4,0,74.8,
270,2016-08-15 08:15:00,,,,,,83,99.5,74.8,0,190,7,0,74.6,
271,2016-08-15 08:30:00,,,,,,172,99.5,75,0,98,7,1,74.8,
272,2016-08-15 08:45:00,,,,,,178,99,75.1,0,70,10,1,74.8,
273,2016-08-15 09:00:00,,,,,,140,97.8,75.6,0,81,4,0,74.9,
274,2016-08-15 09:15:00,,,,,,278,96.9,76.4,0,80,4,0,75.4,
275,2016-08-15 09:30:00,,,,,,620,95.4,77.3,0,80,7,0,75.9,
276,2016-08-15 09:45:00,,,,,,746,93.6,77.9,0,76,8,2,75.9,
277,2016-08-15 10:00:00,,,,,,537,93.3,78.3,0,64,6,1,76.2,
278,2016-08-15 10:15:00,,,,,,230,94.1,77.9,0,81,6,0,76,
279,2016-08-15 10:30:00,,,,,,64,96.5,75.8,0.01,70,7,0,74.7,
280,2016-08-15 10:45:00,,,,,,178,98.6,74.3,0.1,69,6,0,73.9,
281,2016-08-15 11:00:00,,,,,,321,99.5,74.6,0,55,0,0,74.4,
282,2016-08-15 11:15:00,,,,,,187,99.4,74.8,0,83,3,0,74.6,
283,2016-08-15 11:30:00,,,,,,301,98.4,74.7,0,93,7,0,74.2,
284,2016-08-15 11:45:00,,,,,,591,97,75.6,0,88,6,0,74.7,
285,2016-08-15 12:00:00,,,,,,942,92.4,76.9,0,77,11,2,74.5,
286,2016-08-15 12:15:00,,,,,,849,88.7,79.1,0,70,6,0,75.5,
287,2016-08-15 12:30:00,,,,,,1019,88.3,79.5,0,76,7,1,75.7,
288,2016-08-15 12:45:00,,,,,,910,89.3,79.3,0,70,8,2,75.9,
289,2016-08-15 13:00:00,,,,,,882,89.6,79.1,0,66,11,3,75.8,
290,2016-08-15 13:15:00,,,,,,600,91.3,78.7,0,69,9,2,75.9,
291,2016-08-15 13:30:00,,,,,,169,93.4,77.8,0,60,9,1,75.7,
292,2016-08-15 13:45:00,,,,,,39,96.5,75.8,0.36,66,6,0,74.7,
293,2016-08-15 14:00:00,,,,,,318,98.5,75,0,80,3,0,74.5,
294,2016-08-15 14:15:00,,,,,,953,95.9,76.1,0.01,76,9,3,74.8,
295,2016-08-15 14:30:00,,,,,,904,91.7,77.3,0,67,9,2,74.7,
296,2016-08-15 14:45:00,,,,,,847,87.2,78.3,0,77,10,3,74.2,
297,2016-08-15 15:00:00,,,,,,795,84.5,79.6,0,40,6,0,74.6,
298,2016-08-15 15:15:00,,,,,,801,81.8,80.6,0,104,6,1,74.6,
299,2016-08-15 15:30:00,,,,,,608,85.2,80,0,64,8,1,75.2,
300,2016-08-15 15:45:00,,,,,,414,89.5,78.1,0,70,10,1,74.8,
301,2016-08-15 16:00:00,,,,,,380,91,78,0,64,11,2,75.1,
302,2016-08-15 16:15:00,,,,,,226,92.9,77,0,73,12,2,74.8,
303,2016-08-15 16:30:00,,,,,,172,92.8,77,0,103,8,0,74.7,
304,2016-08-15 16:45:00,,,,,,147,93.3,76.8,0,70,8,1,74.7,
305,2016-08-15 17:00:00,,,,,,91,94,76.5,0,90,9,1,74.6,
306,2016-08-15 17:15:00,,,,,,65,93.9,76.3,0,64,8,0,74.4,
307,2016-08-15 17:30:00,,,,,,53,94.3,76.2,0,72,5,0,74.4,
308,2016-08-15 17:45:00,,,,,,32,95.5,76.1,0,112,6,0,74.7,
309,2016-08-15 18:00:00,,,,,,13,96.5,75.9,0,67,6,0,74.8,
310,2016-08-15 18:15:00,,,,,,2,97.1,75.8,0,87,6,0,74.9,
311,2016-08-15 18:30:00,,,,,,0,97.2,75.7,0,74,9,3,74.8,
312,2016-08-15 18:45:00,,,,,,0,96.8,75.6,0,69,9,3,74.6,
313,2016-08-15 19:00:00,,,,,,0,96.4,75.6,0,74,11,4,74.5,
314,2016-08-15 19:15:00,,,,,,0,95.9,75.7,0,76,8,2,74.4,
315,2016-08-15 19:30:00,,,,,,0,96.8,75.8,0,69,9,3,74.8,
316,2016-08-15 19:45:00,,,,,,0,97.3,75.7,0,73,7,3,74.9,
317,2016-08-15 20:00:00,,,,,,0,97.2,75.2,0,64,8,2,74.3,
318,2016-08-15 20:15:00,,,,,,0,96.4,75.2,0,73,9,3,74.1,
319,2016-08-15 20:30:00,,,,,,0,95.1,75.3,0,69,10,3,73.8,
320,2016-08-15 20:45:00,,,,,,0,94.4,75.5,0,67,10,5,73.7,
321,2016-08-15 21:00:00,,,,,,0,95,75.5,0,80,8,4,73.9,
322,2016-08-15 21:15:00,,,,,,0,96,75.4,0,88,10,4,74.2,
323,2016-08-15 21:30:00,,,,,,0,96.3,75.4,0,69,15,4,74.2,
324,2016-08-15 21:45:00,,,,,,0,95.2,75.5,0,66,11,4,74,
