Aasu_Wx,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
2016-08-12 17:45:00,,,,,,52,100,73.8,0,97,9,2,73.8,
2016-08-12 18:00:00,,,,,,42,100,73.6,0,103,13,4,73.6,
2016-08-12 18:15:00,,,,,,13,100,73.7,0,107,9,4,73.7,
2016-08-12 18:30:00,,,,,,0,100,73.7,0,101,9,3,73.7,
2016-08-12 18:45:00,,,,,,0,100,73.8,0,103,8,2,73.8,
2016-08-12 19:00:00,,,,,,0,100,74,0,105,8,1,74,
2016-08-12 19:15:00,,,,,,0,100,73.9,0,79,12,2,73.9,
2016-08-12 19:30:00,,,,,,0,100,73.8,0,94,10,2,73.8,
2016-08-12 19:45:00,,,,,,0,100,73.9,0,79,8,1,73.9,
2016-08-12 20:00:00,,,,,,0,100,74.2,0,104,14,1,74.2,
2016-08-12 20:15:00,,,,,,0,100,73.9,0,80,7,1,73.9,
2016-08-12 20:30:00,,,,,,0,100,73.8,0,88,5,1,73.8,
2016-08-12 20:45:00,,,,,,0,100,73.8,0,98,7,0,73.8,
2016-08-12 21:00:00,,,,,,0,100,73.9,0,110,5,0,73.9,
2016-08-12 21:15:00,,,,,,0,100,74.2,0,127,9,2,74.2,
2016-08-12 21:30:00,,,,,,0,100,73.9,0,74,5,1,73.9,
2016-08-12 21:45:00,,,,,,0,100,74,0,104,4,0,74,
2016-08-12 22:00:00,,,,,,0,100,74,0,97,5,0,74,
2016-08-12 22:15:00,,,,,,0,100,73.9,0,62,0,0,73.9,
2016-08-12 22:30:00,,,,,,0,100,73.9,0,87,6,1,73.9,
2016-08-12 22:45:00,,,,,,0,100,73.9,0,79,0,0,73.9,
2016-08-12 23:00:00,,,,,,0,100,74,0,88,8,0,74,
2016-08-12 23:15:00,,,,,,0,100,74.1,0,98,9,0,74.1,
2016-08-12 23:30:00,,,,,,0,100,74.2,0,96,7,1,74.2,
2016-08-12 23:45:00,,,,,,0,100,74.2,0,96,8,1,74.2,
2016-08-13 00:00:00,,,,,,0,100,74.2,0,107,7,1,74.2,
2016-08-13 00:15:00,,,,,,0,100,74.2,0,107,7,1,74.2,
2016-08-13 00:30:00,,,,,,0,100,74.1,0,101,12,1,74.1,
2016-08-13 00:45:00,,,,,,0,100,74.1,0,108,7,1,74.1,
2016-08-13 01:00:00,,,,,,0,100,74,0,112,11,1,74,
2016-08-13 01:15:00,,,,,,0,100,73.9,0,117,7,1,73.9,
2016-08-13 01:30:00,,,,,,0,100,73.9,0,114,8,1,73.9,
2016-08-13 01:45:00,,,,,,0,100,73.6,0,108,10,1,73.6,
2016-08-13 02:00:00,,,,,,0,100,73.8,0,110,9,2,73.8,
2016-08-13 02:15:00,,,,,,0,100,73.7,0,118,10,3,73.7,
2016-08-13 02:30:00,,,,,,0,100,73.6,0,118,9,3,73.6,
2016-08-13 02:45:00,,,,,,0,100,73.6,0,124,9,2,73.6,
2016-08-13 03:00:00,,,,,,0,100,73.5,0,124,12,4,73.5,
2016-08-13 03:15:00,,,,,,0,100,73.3,0,107,7,2,73.3,
2016-08-13 03:30:00,,,,,,0,100,73.2,0,111,7,1,73.2,
2016-08-13 03:45:00,,,,,,0,100,73.1,0,122,7,2,73.1,
2016-08-13 04:00:00,,,,,,0,100,73.1,0,103,11,1,73.1,
2016-08-13 04:15:00,,,,,,0,100,73.2,0,112,3,0,73.2,
2016-08-13 04:30:00,,,,,,0,100,73.2,0,110,8,2,73.2,
2016-08-13 04:45:00,,,,,,0,100,73.3,0,98,7,2,73.3,
2016-08-13 05:00:00,,,,,,0,100,73.2,0,83,6,1,73.2,
2016-08-13 05:15:00,,,,,,0,100,73,0,79,7,1,73,
2016-08-13 05:30:00,,,,,,0,100,73,0,101,8,2,73,
2016-08-13 05:45:00,,,,,,0,99.9,73,0,98,8,1,73,
2016-08-13 06:00:00,,,,,,0,99.9,72.9,0,94,7,1,72.9,
2016-08-13 06:15:00,,,,,,0,99.9,72.9,0,108,5,0,72.9,
2016-08-13 06:30:00,,,,,,0,100,73,0,94,12,3,73,
2016-08-13 06:45:00,,,,,,3,99.8,73.2,0,114,8,3,73.1,
2016-08-13 07:00:00,,,,,,12,99.8,73.4,0,111,7,1,73.3,
2016-08-13 07:15:00,,,,,,34,99.8,73.6,0,112,7,1,73.5,
2016-08-13 07:30:00,,,,,,43,99.9,73.7,0,120,7,2,73.7,
2016-08-13 07:45:00,,,,,,64,99.9,73.9,0,105,8,1,73.9,
2016-08-13 08:00:00,,,,,,80,99.9,74,0,84,10,2,74,
2016-08-13 08:15:00,,,,,,139,99.5,74.3,0,124,10,3,74.1,
2016-08-13 08:30:00,,,,,,145,99.4,74.7,0,134,9,3,74.5,
2016-08-13 08:45:00,,,,,,180,99,74.8,0,114,7,2,74.5,
2016-08-13 09:00:00,,,,,,241,98.5,75.3,0,96,10,3,74.8,
2016-08-13 09:15:00,,,,,,314,98.1,75.7,0,88,7,1,75.1,
2016-08-13 09:30:00,,,,,,300,97.4,76,0,79,10,2,75.2,
2016-08-13 09:45:00,,,,,,319,96.7,76.3,0,69,9,2,75.3,
2016-08-13 10:00:00,,,,,,623,95.3,76.7,0,72,13,4,75.2,
2016-08-13 10:15:00,,,,,,592,93.2,77.5,0,74,10,3,75.4,
2016-08-13 10:30:00,,,,,,547,91.6,78.3,0,67,6,0,75.6,
2016-08-13 10:45:00,,,,,,467,91.7,78.3,0,105,7,0,75.7,
2016-08-13 11:00:00,,,,,,564,91.7,78.3,0.01,105,10,0,75.7,
2016-08-13 11:15:00,,,,,,376,91.8,78.5,0,87,2,0,75.9,
2016-08-13 11:30:00,,,,,,452,93,77.7,0,91,9,0,75.5,
2016-08-13 11:45:00,,,,,,815,90.4,78.6,0,86,9,2,75.5,
2016-08-13 12:00:00,,,,,,653,89.4,78.8,0,100,10,1,75.4,
2016-08-13 12:15:00,,,,,,914,87.4,79.2,0,56,11,2,75.2,
2016-08-13 12:30:00,,,,,,953,86.8,79.7,0,64,10,2,75.4,
2016-08-13 12:45:00,,,,,,818,87.6,79.5,0,84,6,0,75.5,
2016-08-13 13:00:00,,,,,,691,88.1,79.7,0,91,4,0,75.9,
2016-08-13 13:15:00,,,,,,812,87.6,80,0,98,9,0,76,
2016-08-13 13:30:00,,,,,,758,86.9,80.2,0,77,8,0,76,
2016-08-13 13:45:00,,,,,,624,87.4,79.8,0,98,5,0,75.7,
2016-08-13 14:00:00,,,,,,543,88.9,78.6,0,117,8,1,75.1,
2016-08-13 14:15:00,,,,,,351,91.2,77.8,0,117,12,2,75,
2016-08-13 14:30:00,,,,,,458,91.3,78.1,0,117,8,0,75.3,
2016-08-13 14:45:00,,,,,,469,90.3,78.4,0,103,8,1,75.3,
2016-08-13 15:00:00,,,,,,342,91.3,78.1,0,110,11,1,75.3,
2016-08-13 15:15:00,,,,,,580,91.8,78,0,118,7,0,75.4,
2016-08-13 15:30:00,,,,,,377,92.6,78.3,0,108,11,0,76,
2016-08-13 15:45:00,,,,,,212,95.6,77,0,108,8,1,75.6,
2016-08-13 16:00:00,,,,,,312,96.6,76.8,0,97,6,0,75.7,
2016-08-13 16:15:00,,,,,,271,96.7,76.7,0,121,9,3,75.7,
2016-08-13 16:30:00,,,,,,146,97,76.4,0,134,7,1,75.5,
2016-08-13 16:45:00,,,,,,79,97.3,76,0,101,9,2,75.2,
2016-08-13 17:00:00,,,,,,67,97.5,75.7,0,91,5,0,74.9,
2016-08-13 17:15:00,,,,,,136,97.7,75.9,0,86,7,0,75.2,
2016-08-13 17:30:00,,,,,,125,96,76.4,0,94,7,1,75.1,
2016-08-13 17:45:00,,,,,,49,95.3,75.9,0,80,9,1,74.4,
2016-08-13 18:00:00,,,,,,15,95.5,75.4,0,91,8,1,74,
2016-08-13 18:15:00,,,,,,4,95.9,75.2,0,115,8,2,73.9,
2016-08-13 18:30:00,,,,,,0,95.9,75.1,0,114,5,1,73.8,
2016-08-13 18:45:00,,,,,,0,96.7,75,0,128,7,2,74,
2016-08-13 19:00:00,,,,,,0,97,74.9,0,112,9,2,74,
2016-08-13 19:15:00,,,,,,0,97.4,75,0,118,7,2,74.2,
2016-08-13 19:30:00,,,,,,0,97.8,75,0,128,7,3,74.3,
2016-08-13 19:45:00,,,,,,0,98.2,75,0,121,8,2,74.4,
2016-08-13 20:00:00,,,,,,0,98.5,74.8,0,117,8,3,74.3,
2016-08-13 20:15:00,,,,,,0,98.5,74.7,0,104,8,2,74.2,
2016-08-13 20:30:00,,,,,,0,98.6,74.6,0,124,12,3,74.2,
2016-08-13 20:45:00,,,,,,0,98.7,74.6,0,122,8,3,74.2,
2016-08-13 21:00:00,,,,,,0,98.9,74.6,0,124,8,3,74.3,
2016-08-13 21:15:00,,,,,,0,99,74.6,0,129,10,4,74.3,
2016-08-13 21:30:00,,,,,,0,98.7,74.6,0,112,11,4,74.2,
2016-08-13 21:45:00,,,,,,0,98.4,74.7,0,120,8,3,74.2,
2016-08-13 22:00:00,,,,,,0,98.7,74.7,0,110,9,3,74.3,
2016-08-13 22:15:00,,,,,,0,99,74.4,0,96,8,2,74.1,
2016-08-13 22:30:00,,,,,,0,99,74.3,0,115,10,2,74,
2016-08-13 22:45:00,,,,,,0,99.2,74.3,0,97,6,2,74.1,
2016-08-13 23:00:00,,,,,,0,98.6,74.1,0,81,6,0,73.7,
2016-08-13 23:15:00,,,,,,0,96.8,74.1,0,97,8,2,73.1,
2016-08-13 23:30:00,,,,,,0,95.1,74.4,0,86,6,2,72.9,
2016-08-13 23:45:00,,,,,,0,95.5,74.1,0,81,7,1,72.7,
2016-08-14 00:00:00,,,,,,0,96.3,74.1,0,96,8,3,73,
2016-08-14 00:15:00,,,,,,0,97.4,74.5,0,96,10,3,73.7,
2016-08-14 00:30:00,,,,,,0,98.4,74.6,0,81,6,1,74.1,
2016-08-14 00:45:00,,,,,,0,99.1,74.6,0,107,11,2,74.3,
2016-08-14 01:00:00,,,,,,0,99.1,74,0,83,9,3,73.7,
2016-08-14 01:15:00,,,,,,0,98.5,74,0,83,9,3,73.5,
2016-08-14 01:30:00,,,,,,0,98.1,74,0,86,8,2,73.4,
2016-08-14 01:45:00,,,,,,0,97.9,73.8,0,88,7,2,73.1,
2016-08-14 02:00:00,,,,,,0,97.9,73.7,0,70,4,1,73,
2016-08-14 02:15:00,,,,,,0,98,73.7,0,81,7,2,73.1,
2016-08-14 02:30:00,,,,,,0,97.7,73.8,0,64,6,1,73.1,
2016-08-14 02:45:00,,,,,,0,97.5,73.8,0,98,7,2,73,
2016-08-14 03:00:00,,,,,,0,97.4,73.9,0,86,6,1,73.1,
2016-08-14 03:15:00,,,,,,0,97.4,73.9,0,77,8,2,73.1,
2016-08-14 03:30:00,,,,,,0,97.4,74,0,81,6,1,73.2,
2016-08-14 03:45:00,,,,,,0,97.4,73.9,0,73,5,1,73.1,
2016-08-14 04:00:00,,,,,,0,97,73.8,0,72,6,1,72.9,
2016-08-14 04:15:00,,,,,,0,97.2,73.6,0,74,3,0,72.7,
2016-08-14 04:30:00,,,,,,0,97.4,73.6,0,91,5,0,72.8,
2016-08-14 04:45:00,,,,,,0,97.4,73.6,0,87,5,1,72.8,
2016-08-14 05:00:00,,,,,,0,97.5,73.4,0,83,5,0,72.6,
2016-08-14 05:15:00,,,,,,0,97.8,73.2,0,93,6,1,72.5,
2016-08-14 05:30:00,,,,,,0,98.1,73.4,0,90,7,1,72.8,
2016-08-14 05:45:00,,,,,,0,98.4,73.6,0,118,8,2,73.1,
2016-08-14 06:00:00,,,,,,0,98.9,73.9,0,117,8,1,73.6,
2016-08-14 06:15:00,,,,,,0,98.5,73.8,0,84,8,1,73.3,
2016-08-14 06:30:00,,,,,,0,98.4,73.9,0,88,6,1,73.4,
2016-08-14 06:45:00,,,,,,4,98.3,73.9,0,91,5,1,73.4,
2016-08-14 07:00:00,,,,,,20,98.2,74,0,87,9,2,73.4,
2016-08-14 07:15:00,,,,,,21,97.9,73.9,0,87,6,1,73.2,
2016-08-14 07:30:00,,,,,,21,98.3,73.8,0,107,7,1,73.3,
2016-08-14 07:45:00,,,,,,74,98.5,74.1,0,108,8,2,73.6,
2016-08-14 08:00:00,,,,,,63,97.9,74.6,0,93,8,2,73.9,
2016-08-14 08:15:00,,,,,,128,97.4,75.3,0,90,8,2,74.5,
2016-08-14 08:30:00,,,,,,97,95.9,75.8,0,97,10,3,74.5,
2016-08-14 08:45:00,,,,,,275,95.6,76.2,0,93,8,2,74.8,
2016-08-14 09:00:00,,,,,,210,95.5,76.7,0,108,7,2,75.3,
2016-08-14 09:15:00,,,,,,345,93.6,77.2,0,101,5,1,75.2,
2016-08-14 09:30:00,,,,,,574,92.7,77.8,0,128,6,1,75.5,
2016-08-14 09:45:00,,,,,,487,93.4,77.7,0,115,6,1,75.6,
2016-08-14 10:00:00,,,,,,610,92.4,77.9,0,122,7,0,75.5,
2016-08-14 10:15:00,,,,,,727,91.1,78.8,0,117,9,1,76,
2016-08-14 10:30:00,,,,,,778,90.1,78.8,0,108,10,1,75.6,
2016-08-14 10:45:00,,,,,,702,88.4,79.8,0,105,8,1,76.1,
2016-08-14 11:00:00,,,,,,353,91.2,78.5,0,144,8,1,75.7,
2016-08-14 11:15:00,,,,,,459,91.9,78.1,0,118,8,1,75.5,
2016-08-14 11:30:00,,,,,,495,95.7,76.6,0.01,118,9,0,75.3,
2016-08-14 11:45:00,,,,,,969,96.1,76.8,0,134,8,1,75.6,
2016-08-14 12:00:00,,,,,,764,94.7,78.1,0.01,142,8,0,76.4,
2016-08-14 12:15:00,,,,,,752,94.7,77.9,0,101,6,0,76.2,
2016-08-14 12:30:00,,,,,,796,93.9,77.7,0,131,9,1,75.8,
2016-08-14 12:45:00,,,,,,758,92.5,78.3,0,131,10,2,75.9,
2016-08-14 13:00:00,,,,,,757,92.5,78.2,0,114,12,2,75.8,
2016-08-14 13:15:00,,,,,,547,93.7,77.8,0,122,10,1,75.8,
2016-08-14 13:30:00,,,,,,377,93.9,77.7,0,136,8,1,75.8,
2016-08-14 13:45:00,,,,,,508,94.9,77,0,128,9,2,75.4,
2016-08-14 14:00:00,,,,,,620,93.1,77.8,0,127,14,2,75.6,
2016-08-14 14:15:00,,,,,,643,91.3,78.6,0,152,7,0,75.8,
2016-08-14 14:30:00,,,,,,289,93.4,78,0,127,11,1,75.9,
2016-08-14 14:45:00,,,,,,321,95,76.7,0,139,7,1,75.1,
2016-08-14 15:00:00,,,,,,631,92.1,78.1,0,144,8,2,75.6,
2016-08-14 15:15:00,,,,,,261,93.9,77.6,0,135,7,1,75.7,
2016-08-14 15:30:00,,,,,,265,95,76.7,0,134,8,2,75.1,
2016-08-14 15:45:00,,,,,,253,95.4,76.5,0,142,9,2,75.1,
2016-08-14 16:00:00,,,,,,586,92.8,77.5,0,141,8,2,75.2,
2016-08-14 16:15:00,,,,,,323,94,77.3,0,136,8,3,75.4,
2016-08-14 16:30:00,,,,,,256,95.3,76.4,0,146,8,2,74.9,
2016-08-14 16:45:00,,,,,,141,95.9,76.4,0,138,9,1,75.1,
2016-08-14 17:00:00,,,,,,160,96.6,76,0,136,9,2,74.9,
2016-08-14 17:15:00,,,,,,88,97.3,75.8,0,139,7,1,75,
2016-08-14 17:30:00,,,,,,53,98.2,75.4,0,135,10,3,74.8,
2016-08-14 17:45:00,,,,,,55,98.7,75.2,0,151,9,4,74.8,
2016-08-14 18:00:00,,,,,,52,98.9,75.1,0,142,12,3,74.8,
2016-08-14 18:15:00,,,,,,12,99.2,75,0,139,7,2,74.8,
2016-08-14 18:30:00,,,,,,0,99.5,74.9,0,135,9,4,74.7,
2016-08-14 18:45:00,,,,,,0,99.5,74.7,0,129,9,3,74.5,
2016-08-14 19:00:00,,,,,,0,99.5,74.3,0.05,105,12,3,74.1,
2016-08-14 19:15:00,,,,,,0,99.9,73.2,0.01,112,8,2,73.2,
2016-08-14 19:30:00,,,,,,0,100,73.4,0,136,10,3,73.4,
2016-08-14 19:45:00,,,,,,0,100,73.6,0,129,10,4,73.6,
2016-08-14 20:00:00,,,,,,0,100,73.8,0,142,10,3,73.8,
2016-08-14 20:15:00,,,,,,0,100,73.9,0,128,9,2,73.9,
2016-08-14 20:30:00,,,,,,0,100,74,0.22,139,12,3,74,
2016-08-14 20:45:00,,,,,,0,100,73.9,0.05,128,11,3,73.9,
2016-08-14 21:00:00,,,,,,0,100,73.2,0,121,11,3,73.2,
2016-08-14 21:15:00,,,,,,0,100,72.8,0,104,11,2,72.8,
2016-08-14 21:30:00,,,,,,0,100,72.9,0,117,7,1,72.9,
2016-08-14 21:45:00,,,,,,0,100,73,0,127,9,3,73,
2016-08-14 22:00:00,,,,,,0,100,73.1,0,124,9,1,73.1,
2016-08-14 22:15:00,,,,,,0,100,73,0,110,6,0,73,
2016-08-14 22:30:00,,,,,,0,100,72.9,0,120,10,1,72.9,
2016-08-14 22:45:00,,,,,,0,100,72.8,0,94,8,1,72.8,
2016-08-14 23:00:00,,,,,,0,100,72.8,0,98,8,0,72.8,
2016-08-14 23:15:00,,,,,,0,100,72.8,0.01,69,6,0,72.8,
2016-08-14 23:30:00,,,,,,0,100,72.8,0.01,81,6,0,72.8,
2016-08-14 23:45:00,,,,,,0,100,72.8,0,129,8,0,72.8,
2016-08-15 00:00:00,,,,,,0,100,72.9,0,77,4,0,72.9,
2016-08-15 00:15:00,,,,,,0,100,72.8,0,74,4,0,72.8,
2016-08-15 00:30:00,,,,,,0,100,72.9,0,104,0,0,72.9,
2016-08-15 00:45:00,,,,,,0,100,73.1,0,88,7,0,73.1,
2016-08-15 01:00:00,,,,,,0,100,73,0,55,3,0,73,
2016-08-15 01:15:00,,,,,,0,100,73,0,93,3,0,73,
2016-08-15 01:30:00,,,,,,0,100,72.9,0,64,1,0,72.9,
2016-08-15 01:45:00,,,,,,0,100,72.9,0,74,0,0,72.9,
2016-08-15 02:00:00,,,,,,0,100,73.1,0,36,5,0,73.1,
2016-08-15 02:15:00,,,,,,0,99.9,72.9,0,62,5,0,72.9,
2016-08-15 02:30:00,,,,,,0,100,72.9,0,80,4,0,72.9,
2016-08-15 02:45:00,,,,,,0,100,73.3,0,96,5,0,73.3,
2016-08-15 03:00:00,,,,,,0,100,73.3,0,74,5,0,73.3,
2016-08-15 03:15:00,,,,,,0,100,73.3,0,90,5,0,73.3,
2016-08-15 03:30:00,,,,,,0,100,73.3,0,107,2,0,73.3,
2016-08-15 03:45:00,,,,,,0,100,73.5,0,87,3,0,73.5,
2016-08-15 04:00:00,,,,,,0,100,73.5,0,100,0,0,73.5,
2016-08-15 04:15:00,,,,,,0,100,73.6,0,96,0,0,73.6,
2016-08-15 04:30:00,,,,,,0,100,73.7,0,77,2,0,73.7,
2016-08-15 04:45:00,,,,,,0,100,73.6,0,100,3,0,73.6,
2016-08-15 05:00:00,,,,,,0,100,73.2,0,73,2,0,73.2,
2016-08-15 05:15:00,,,,,,0,100,73.2,0,122,2,0,73.2,
2016-08-15 05:30:00,,,,,,0,100,72.9,0,90,0,0,72.9,
2016-08-15 05:45:00,,,,,,0,100,72.8,0,110,7,1,72.8,
2016-08-15 06:00:00,,,,,,0,100,72.9,0,96,7,1,72.9,
2016-08-15 06:15:00,,,,,,0,100,73,0,69,5,0,73,
2016-08-15 06:30:00,,,,,,0,100,72.9,0,96,4,0,72.9,
2016-08-15 06:45:00,,,,,,2,100,72.9,0,67,5,0,72.9,
2016-08-15 07:00:00,,,,,,9,100,73.2,0,103,6,0,73.2,
2016-08-15 07:15:00,,,,,,56,100,73.4,0,87,9,1,73.4,
2016-08-15 07:30:00,,,,,,133,100,74.3,0,77,4,0,74.3,
2016-08-15 07:45:00,,,,,,146,99.5,75.2,0,108,4,0,75,
2016-08-15 08:00:00,,,,,,108,99.5,75,0,62,4,0,74.8,
2016-08-15 08:15:00,,,,,,83,99.5,74.8,0,190,7,0,74.6,
2016-08-15 08:30:00,,,,,,172,99.5,75,0,98,7,1,74.8,
2016-08-15 08:45:00,,,,,,178,99,75.1,0,70,10,1,74.8,
2016-08-15 09:00:00,,,,,,140,97.8,75.6,0,81,4,0,74.9,
2016-08-15 09:15:00,,,,,,278,96.9,76.4,0,80,4,0,75.4,
2016-08-15 09:30:00,,,,,,620,95.4,77.3,0,80,7,0,75.9,
2016-08-15 09:45:00,,,,,,746,93.6,77.9,0,76,8,2,75.9,
2016-08-15 10:00:00,,,,,,537,93.3,78.3,0,64,6,1,76.2,
2016-08-15 10:15:00,,,,,,230,94.1,77.9,0,81,6,0,76,
2016-08-15 10:30:00,,,,,,64,96.5,75.8,0.01,70,7,0,74.7,
2016-08-15 10:45:00,,,,,,178,98.6,74.3,0.1,69,6,0,73.9,
2016-08-15 11:00:00,,,,,,321,99.5,74.6,0,55,0,0,74.4,
2016-08-15 11:15:00,,,,,,187,99.4,74.8,0,83,3,0,74.6,
2016-08-15 11:30:00,,,,,,301,98.4,74.7,0,93,7,0,74.2,
2016-08-15 11:45:00,,,,,,591,97,75.6,0,88,6,0,74.7,
2016-08-15 12:00:00,,,,,,942,92.4,76.9,0,77,11,2,74.5,
2016-08-15 12:15:00,,,,,,849,88.7,79.1,0,70,6,0,75.5,
2016-08-15 12:30:00,,,,,,1019,88.3,79.5,0,76,7,1,75.7,
2016-08-15 12:45:00,,,,,,910,89.3,79.3,0,70,8,2,75.9,
2016-08-15 13:00:00,,,,,,882,89.6,79.1,0,66,11,3,75.8,
2016-08-15 13:15:00,,,,,,600,91.3,78.7,0,69,9,2,75.9,
2016-08-15 13:30:00,,,,,,169,93.4,77.8,0,60,9,1,75.7,
2016-08-15 13:45:00,,,,,,39,96.5,75.8,0.36,66,6,0,74.7,
2016-08-15 14:00:00,,,,,,318,98.5,75,0,80,3,0,74.5,
2016-08-15 14:15:00,,,,,,953,95.9,76.1,0.01,76,9,3,74.8,
2016-08-15 14:30:00,,,,,,904,91.7,77.3,0,67,9,2,74.7,
2016-08-15 14:45:00,,,,,,847,87.2,78.3,0,77,10,3,74.2,
2016-08-15 15:00:00,,,,,,795,84.5,79.6,0,40,6,0,74.6,
2016-08-15 15:15:00,,,,,,801,81.8,80.6,0,104,6,1,74.6,
2016-08-15 15:30:00,,,,,,608,85.2,80,0,64,8,1,75.2,
2016-08-15 15:45:00,,,,,,414,89.5,78.1,0,70,10,1,74.8,
2016-08-15 16:00:00,,,,,,380,91,78,0,64,11,2,75.1,
2016-08-15 16:15:00,,,,,,226,92.9,77,0,73,12,2,74.8,
2016-08-15 16:30:00,,,,,,172,92.8,77,0,103,8,0,74.7,
2016-08-15 16:45:00,,,,,,147,93.3,76.8,0,70,8,1,74.7,
2016-08-15 17:00:00,,,,,,91,94,76.5,0,90,9,1,74.6,
2016-08-15 17:15:00,,,,,,65,93.9,76.3,0,64,8,0,74.4,
2016-08-15 17:30:00,,,,,,53,94.3,76.2,0,72,5,0,74.4,
2016-08-15 17:45:00,,,,,,32,95.5,76.1,0,112,6,0,74.7,
2016-08-15 18:00:00,,,,,,13,96.5,75.9,0,67,6,0,74.8,
2016-08-15 18:15:00,,,,,,2,97.1,75.8,0,87,6,0,74.9,
2016-08-15 18:30:00,,,,,,0,97.2,75.7,0,74,9,3,74.8,
2016-08-15 18:45:00,,,,,,0,96.8,75.6,0,69,9,3,74.6,
2016-08-15 19:00:00,,,,,,0,96.4,75.6,0,74,11,4,74.5,
2016-08-15 19:15:00,,,,,,0,95.9,75.7,0,76,8,2,74.4,
2016-08-15 19:30:00,,,,,,0,96.8,75.8,0,69,9,3,74.8,
2016-08-15 19:45:00,,,,,,0,97.3,75.7,0,73,7,3,74.9,
2016-08-15 20:00:00,,,,,,0,97.2,75.2,0,64,8,2,74.3,
2016-08-15 20:15:00,,,,,,0,96.4,75.2,0,73,9,3,74.1,
2016-08-15 20:30:00,,,,,,0,95.1,75.3,0,69,10,3,73.8,
2016-08-15 20:45:00,,,,,,0,94.4,75.5,0,67,10,5,73.7,
2016-08-15 21:00:00,,,,,,0,95,75.5,0,80,8,4,73.9,
2016-08-15 21:15:00,,,,,,0,96,75.4,0,88,10,4,74.2,
2016-08-15 21:30:00,,,,,,0,96.3,75.4,0,69,15,4,74.2,
2016-08-15 21:45:00,,,,,,0,95.2,75.5,0,66,11,4,74,
2016-08-15 22:00:00,,,,,,0,93.4,75.4,0,66,8,3,73.3,
2016-08-15 22:15:00,,,,,,0,92.4,75.5,0,60,7,3,73.1,
2016-08-15 22:30:00,,,,,,0,92.5,75.5,0,59,11,4,73.1,
2016-08-15 22:45:00,,,,,,0,93.9,75.6,0,70,10,4,73.7,
2016-08-15 23:00:00,,,,,,0,94.3,75.5,0,69,8,3,73.7,
2016-08-15 23:15:00,,,,,,0,94.7,75.5,0,77,9,2,73.8,
2016-08-15 23:30:00,,,,,,0,95.8,75.4,0,84,9,3,74.1,
2016-08-15 23:45:00,,,,,,0,96.2,75.4,0,64,11,3,74.2,
2016-08-16 00:00:00,,,,,,0,96.3,75.3,0,49,9,1,74.1,
2016-08-16 00:15:00,,,,,,0,95.7,75.3,0,76,10,3,74,
2016-08-16 00:30:00,,,,,,0,95.6,75.3,0,66,8,2,73.9,
2016-08-16 00:45:00,,,,,,0,95.8,75.2,0,83,5,1,73.9,
2016-08-16 01:00:00,,,,,,0,95.8,75,0,50,9,3,73.7,
2016-08-16 01:15:00,,,,,,0,95.6,75,0,62,7,2,73.6,
2016-08-16 01:30:00,,,,,,0,95.6,74.8,0,48,5,1,73.4,
2016-08-16 01:45:00,,,,,,0,96,74.7,0,66,7,2,73.5,
2016-08-16 02:00:00,,,,,,0,96.1,74.8,0,55,7,2,73.6,
