Alava3_WX,,,,,,,,
                    ,Solar Rad (wat/m2),RH (%),Temperature (*F),Rainfall (In),Wind Dir (Deg),Wind Gust (mph),Wind Speed (mph),Dew Point (*F)
                    ,wat/m2,%,*F,In,Deg,mph,mph,*F
Date and Time   ,SRD,HMD,TMP,RNF,WND,WNG,WNS,DEW
8/2/2017 21:30,0,99.5,70.3,0,134,0,0,70.1
8/2/2017 21:45,0,99.5,70.4,0,60,2,0,70.2
8/2/2017 22:00,0,99.5,70.3,0,55,2,0,70.1
8/2/2017 22:15,0,99.6,70.1,0,254,0,0,70
8/2/2017 22:30,0,99.7,70.3,0,105,2,0,70.2
8/2/2017 22:45,0,99.8,70.2,0,156,2,0,70.1
8/2/2017 23:00,0,99.8,70,0,153,2,0,69.9
8/2/2017 23:15,0,99.9,69.9,0,224,1,0,69.9
8/2/2017 23:30,0,99.9,69.8,0,134,1,0,69.8
8/2/2017 23:45,0,99.9,69.9,0,333,2,0,69.9
8/3/2017 0:00,0,99.9,69.8,0,39,1,0,69.8
8/3/2017 0:15,0,100,69.8,0,35,0,0,69.8
8/3/2017 0:30,0,100,69.9,0,129,0,0,69.9
8/3/2017 0:45,0,100,70,0,25,0,0,70
8/3/2017 1:00,0,100,70.1,0,36,0,0,70.1
8/3/2017 1:15,0,100,70,0,35,0,0,70
8/3/2017 1:30,0,100,70.1,0,35,0,0,70.1
8/3/2017 1:45,0,100,70,0,131,2,0,70
8/3/2017 2:00,0,100,69.6,0,193,5,0,69.6
8/3/2017 2:15,0,100,68.9,0,127,3,0,68.9
8/3/2017 2:30,0,100,68.8,0,127,1,0,68.8
8/3/2017 2:45,0,100,68.9,0,149,1,0,68.9
8/3/2017 3:00,0,100,68.9,0,288,4,0,68.9
8/3/2017 3:15,0,100,68.7,0,76,5,0,68.7
8/3/2017 3:30,0,100,68.9,0,96,6,0,68.9
8/3/2017 3:45,0,100,68.8,0,74,3,0,68.8
8/3/2017 4:00,0,100,68.7,0,86,4,0,68.7
8/3/2017 4:15,0,100,68.9,0,80,4,0,68.9
8/3/2017 4:30,0,100,68.7,0,110,4,0,68.7
8/3/2017 4:45,0,100,68.5,0,80,0,0,68.5
8/3/2017 5:00,0,100,68.8,0,84,4,0,68.8
8/3/2017 5:15,0,100,69,0,45,4,0,69
8/3/2017 5:30,0,100,69,0,56,4,0,69
8/3/2017 5:45,0,100,69.1,0,55,2,0,69.1
8/3/2017 6:00,0,100,69.2,0,67,3,0,69.2
8/3/2017 6:15,0,99.9,69.1,0,53,4,0,69.1
8/3/2017 6:30,0,99.9,69,0,49,6,0,69
8/3/2017 6:45,1,99.9,68.9,0,91,5,1,68.9
8/3/2017 7:00,8,99.7,69.1,0,56,6,1,69
8/3/2017 7:15,38,99.7,69.5,0,62,3,0,69.4
8/3/2017 7:30,39,99.5,69.6,0,60,5,0,69.4
8/3/2017 7:45,60,99.5,70.1,0,84,4,0,69.9
8/3/2017 8:00,118,99.5,70.5,0,60,2,0,70.3
8/3/2017 8:15,194,99,72.6,0,60,5,0,72.3
8/3/2017 8:30,76,96.8,71.9,0,84,3,0,70.9
8/3/2017 8:45,276,96.7,73.1,0,170,2,0,72.1
8/3/2017 9:00,200,94.4,74.4,0,79,3,0,72.7
8/3/2017 9:15,258,93.1,74.4,0,32,0,0,72.2
8/3/2017 9:30,472,75.4,76.4,0,28,0,0,68.2
8/3/2017 9:45,482,87.3,77.7,0,33,0,0,73.6
8/3/2017 10:00,607,85.5,78,0,83,3,0,73.3
8/3/2017 10:15,598,84,79.7,0,144,0,0,74.5
8/3/2017 10:30,521,81.6,80.8,0,115,4,0,74.7
8/3/2017 10:45,643,79.8,81.4,0,72,0,0,74.7
8/3/2017 11:00,555,78.5,81.5,0,63,0,0,74.3
8/3/2017 11:15,712,78.7,81.6,0,94,1,0,74.5
8/3/2017 11:30,837,77.2,83.2,0,103,1,0,75.5
8/3/2017 11:45,627,74.6,84.3,0,111,0,0,75.6
8/3/2017 12:00,905,74.8,84.3,0,187,0,0,75.6
8/3/2017 12:15,916,74.1,84.4,0,221,0,0,75.5
8/3/2017 12:30,805,73.5,83.8,0,156,1,0,74.6
8/3/2017 12:45,803,74.2,83.4,0,190,1,0,74.5
8/3/2017 13:00,923,73.1,83.9,0,220,0,0,74.6
8/3/2017 13:15,976,72.5,84,0,211,0,0,74.4
8/3/2017 13:30,827,71.8,84.3,0,232,1,0,74.4
8/3/2017 13:45,843,72.9,82.8,0,245,0,0,73.4
8/3/2017 14:00,912,72.4,83,0,242,0,0,73.4
8/3/2017 14:15,780,72.8,82.7,0,197,0,0,73.3
8/3/2017 14:30,720,72.7,82.7,0,196,0,0,73.3
8/3/2017 14:45,571,73.1,82.4,0,196,0,0,73.1
8/3/2017 15:00,330,74.8,81.2,0,196,0,0,72.6
8/3/2017 15:15,196,76.8,79.6,0,196,0,0,71.8
8/3/2017 15:30,210,78.9,79,0,196,0,0,72
8/3/2017 15:45,208,80.7,78.8,0,196,0,0,72.5
8/3/2017 16:00,257,81.3,78.7,0,196,0,0,72.6
8/3/2017 16:15,221,81.2,79.1,0,196,0,0,72.9
8/3/2017 16:30,195,80.1,78.7,0,196,0,0,72.2
8/3/2017 16:45,249,80.2,79.3,0,196,0,0,72.8
8/3/2017 17:00,183,78.9,79.9,0,196,0,0,72.9
8/3/2017 17:15,173,78.9,79.3,0,196,0,0,72.3
8/3/2017 17:30,32,79,77.8,0,196,0,0,70.9
8/3/2017 17:45,43,79.4,76.3,0,196,0,0,69.6
8/3/2017 18:00,44,84.4,75.7,0,192,0,0,70.7
8/3/2017 18:15,10,85.8,74.8,0,183,0,0,70.3
8/3/2017 18:30,0,87.4,74,0,199,0,0,70
8/3/2017 18:45,0,89.4,73.7,0,200,0,0,70.4
8/3/2017 19:00,0,91.2,73.3,0,353,0,0,70.6
8/3/2017 19:15,0,92.6,73.1,0,121,0,0,70.8
8/3/2017 19:30,0,93.5,72.9,0,1,0,0,70.9
8/3/2017 19:45,0,93.9,72.4,0,5,0,0,70.5
8/3/2017 20:00,0,94.3,72,0,5,0,0,70.2
8/3/2017 20:15,0,94.9,71.7,0,5,0,0,70.1
8/3/2017 20:30,0,95.5,71.6,0,5,0,0,70.2
8/3/2017 20:45,0,96,71.5,0,4,0,0,70.3
8/3/2017 21:00,0,96.6,71.5,0,4,0,0,70.5
8/3/2017 21:15,0,96.8,71.4,0,0,0,0,70.4
8/3/2017 21:30,0,97.1,71.4,0,118,0,0,70.5
8/3/2017 21:45,0,97.5,71.6,0,59,0,0,70.8
8/3/2017 22:00,0,97.3,71.5,0,46,0,0,70.7
8/3/2017 22:15,0,97.3,71.3,0,56,0,0,70.5
8/3/2017 22:30,0,97.4,71.1,0,52,0,0,70.3
8/3/2017 22:45,0,97.6,71.1,0,52,0,0,70.4
8/3/2017 23:00,0,97.8,71,0,73,0,0,70.3
8/3/2017 23:15,0,98.3,71.3,0,67,2,0,70.8
8/3/2017 23:30,0,98.5,71.3,0,56,1,0,70.8
8/3/2017 23:45,0,98.5,71.3,0,60,3,0,70.8
8/4/2017 0:00,0,98.5,70.9,0,69,0,0,70.4
8/4/2017 0:15,0,98.5,70.7,0,69,0,0,70.2
8/4/2017 0:30,0,98.6,70.6,0,69,0,0,70.2
8/4/2017 0:45,0,99,70.9,0,63,2,0,70.6
8/4/2017 1:00,0,98.9,70.4,0,60,0,0,70.1
8/4/2017 1:15,0,99.1,70.2,0,60,0,0,69.9
8/4/2017 1:30,0,99.2,70.2,0,60,0,0,70
8/4/2017 1:45,0,99.3,70.2,0,60,0,0,70
8/4/2017 2:00,0,99.4,70.1,0,60,0,0,69.9
8/4/2017 2:15,0,99.4,69.9,0,60,0,0,69.7
8/4/2017 2:30,0,99.5,69.8,0,60,0,0,69.6
8/4/2017 2:45,0,99.5,69.5,0,60,0,0,69.3
8/4/2017 3:00,0,99.5,69.7,0,60,0,0,69.5
8/4/2017 3:15,0,99.6,69.8,0,60,0,0,69.7
8/4/2017 3:30,0,99.6,69.6,0,60,0,0,69.5
8/4/2017 3:45,0,99.7,69.6,0,60,0,0,69.5
8/4/2017 4:00,0,99.7,69.5,0,60,0,0,69.4
8/4/2017 4:15,0,99.7,69.4,0,60,0,0,69.3
8/4/2017 4:30,0,99.8,69.4,0,60,0,0,69.3
8/4/2017 4:45,0,99.8,69.3,0,60,0,0,69.2
8/4/2017 5:00,0,99.9,69.1,0,60,0,0,69.1
8/4/2017 5:15,0,99.9,69.2,0,60,0,0,69.2
8/4/2017 5:30,0,99.9,68.8,0,60,0,0,68.8
8/4/2017 5:45,0,99.9,68.8,0,60,0,0,68.8
8/4/2017 6:00,0,100,69,0,60,0,0,69
8/4/2017 6:15,0,99.9,69.1,0,60,0,0,69.1
8/4/2017 6:30,0,100,69.1,0,60,0,0,69.1
8/4/2017 6:45,2,100,69.1,0,60,0,0,69.1
8/4/2017 7:00,13,100,69.1,0,60,0,0,69.1
8/4/2017 7:15,25,100,69.3,0,60,0,0,69.3
8/4/2017 7:30,28,100,69.4,0,60,0,0,69.4
8/4/2017 7:45,34,100,71.2,0,60,0,0,71.2
8/4/2017 8:00,38,100,72.7,0,60,0,0,72.7
8/4/2017 8:15,79,99.9,73.8,0,60,0,0,73.8
8/4/2017 8:30,347,99.7,75.7,0,60,0,0,75.6
8/4/2017 8:45,257,96.2,77.4,0,60,0,0,76.2
8/4/2017 9:00,97,88.9,78.4,0,60,0,0,74.9
8/4/2017 9:15,168,86.9,78.8,0,60,0,0,74.6
8/4/2017 9:30,339,86.5,78.7,0,60,0,0,74.4
8/4/2017 9:45,244,85.2,78.5,0,60,0,0,73.7
8/4/2017 10:00,317,85,79,0,60,0,0,74.2
8/4/2017 10:15,225,83.9,78.4,0,60,0,0,73.2
8/4/2017 10:30,573,84.5,79.2,0,60,0,0,74.2
8/4/2017 10:45,382,81.9,79.7,0,60,0,0,73.8
8/4/2017 11:00,365,80.5,79.8,0,60,0,0,73.4
8/4/2017 11:15,471,80.6,79.6,0,60,0,0,73.2
8/4/2017 11:30,344,79.5,80.1,0,60,0,0,73.3
8/4/2017 11:45,594,79.9,80.5,0,60,0,0,73.8
8/4/2017 12:00,811,78.6,81.3,0,60,0,0,74.1
8/4/2017 12:15,963,75.4,84.4,0,60,0,0,76
8/4/2017 12:30,903,72.7,84,0,83,0,0,74.5
8/4/2017 12:45,822,71.3,84.7,0,83,0,0,74.6
8/4/2017 13:00,958,70.8,84.7,0,107,0,0,74.4
8/4/2017 13:15,752,70.5,84.3,0,129,0,0,73.9
8/4/2017 13:30,612,72.3,82.3,0,145,0,0,72.7
8/4/2017 13:45,469,73.5,81.9,0,145,0,0,72.8
8/4/2017 14:00,244,73.3,80.7,0,145,0,0,71.6
8/4/2017 14:15,450,76.2,79.7,0,128,0,0,71.7
8/4/2017 14:30,475,76,81.2,0,117,0,0,73.1
8/4/2017 14:45,347,76.1,80.2,0,105,0,0,72.2
8/4/2017 15:00,428,76.1,81.1,0,105,0,0,73
8/4/2017 15:15,225,75.3,79.8,0,105,0,0,71.5
8/4/2017 15:30,346,76,79.7,0,105,0,0,71.6
8/4/2017 15:45,339,75.8,80.4,0,105,0,0,72.2
8/4/2017 16:00,361,74.9,80.7,0,105,0,0,72.2
8/4/2017 16:15,352,74.3,80.6,0,105,0,0,71.9
8/4/2017 16:30,243,75.2,79,0,105,0,0,70.6
8/4/2017 16:45,263,76.9,78.4,0,103,0,0,70.7
8/4/2017 17:00,224,77.9,78.1,0,103,0,0,70.8
8/4/2017 17:15,162,79.4,77.3,0,103,0,0,70.5
8/4/2017 17:30,115,68.6,76.6,0,103,0,0,65.7
8/4/2017 17:45,93,82.2,76.4,0,103,0,0,70.6
8/4/2017 18:00,70,81.9,76.3,0,103,0,0,70.4
8/4/2017 18:15,14,82,75.5,0,103,0,0,69.7
8/4/2017 18:30,1,82.9,74.7,0,103,0,0,69.2
8/4/2017 18:45,0,84.4,74.1,0,103,0,0,69.1
8/4/2017 19:00,0,85.2,73.1,0,103,0,0,68.4
8/4/2017 19:15,0,86,72.6,0,103,0,0,68.2
8/4/2017 19:30,0,87.4,72.3,0,103,0,0,68.4
8/4/2017 19:45,0,89.1,72.1,0,103,0,0,68.7
8/4/2017 20:00,0,90.9,72,0,103,0,0,69.2
8/4/2017 20:15,0,91.2,72.2,0,103,0,0,69.5
8/4/2017 20:30,0,91.2,72.1,0,121,0,0,69.4
8/4/2017 20:45,0,91.8,71.8,0,121,0,0,69.3
8/4/2017 21:00,0,92.4,71.8,0,121,0,0,69.4
8/4/2017 21:15,0,93,71.8,0,121,0,0,69.6
8/4/2017 21:30,0,93.3,71.5,0,121,0,0,69.4
8/4/2017 21:45,0,93.6,71,0,121,0,0,69
8/4/2017 22:00,0,94.3,71.1,0,121,0,0,69.3
8/4/2017 22:15,0,94.7,70.8,0,121,0,0,69.2
8/4/2017 22:30,0,95.1,71,0,121,0,0,69.5
8/4/2017 22:45,0,95.2,71,0,121,0,0,69.5
8/4/2017 23:00,0,94.8,70.8,0,121,0,0,69.2
8/4/2017 23:15,0,93.9,71.1,0,121,0,0,69.2
8/4/2017 23:30,0,93,70.7,0,121,0,0,68.5
8/4/2017 23:45,0,93,70.6,0,121,0,0,68.4
8/5/2017 0:00,0,93.3,70.9,0,121,0,0,68.8
8/5/2017 0:15,0,94,70.9,0,121,0,0,69.1
8/5/2017 0:30,0,94.8,71,0,121,0,0,69.4
8/5/2017 0:45,0,95.5,71.1,0,121,0,0,69.7
8/5/2017 1:00,0,96.1,71.3,0,121,0,0,70.1
8/5/2017 1:15,0,96.6,71.6,0,121,0,0,70.6
8/5/2017 1:30,0,97.2,71.6,0,121,0,0,70.7
8/5/2017 1:45,0,97.6,71.5,0,121,0,0,70.8
8/5/2017 2:00,0,98,71.7,0,121,0,0,71.1
8/5/2017 2:15,0,98.3,71.7,0,121,0,0,71.2
8/5/2017 2:30,0,98.5,71.6,0,121,0,0,71.1
8/5/2017 2:45,0,98.6,71.1,0,121,0,0,70.7
8/5/2017 3:00,0,98.8,71,0,121,0,0,70.6
8/5/2017 3:15,0,98.9,70.5,0,121,0,0,70.2
8/5/2017 3:30,0,98.6,69.4,0.02,121,0,0,69
8/5/2017 3:45,0,98,69.3,0,121,0,0,68.7
8/5/2017 4:00,0,96.8,69.8,0,124,0,0,68.8
8/5/2017 4:15,0,95.7,69.6,0,136,0,0,68.3
8/5/2017 4:30,0,95.3,69.9,0,136,0,0,68.5
8/5/2017 4:45,0,94.1,70.8,0,136,0,0,69
8/5/2017 5:00,0,93.2,70.6,0,136,0,0,68.5
8/5/2017 5:15,0,93.7,69.9,0,136,0,0,68
8/5/2017 5:30,0,94.5,69.7,0,136,0,0,68
8/5/2017 5:45,0,95,69.9,0,136,0,0,68.4
8/5/2017 6:00,0,95.8,70.4,0,136,0,0,69.1
8/5/2017 6:15,0,96.5,70.5,0,136,0,0,69.4
8/5/2017 6:30,0,97.2,70.5,0,136,0,0,69.6
8/5/2017 6:45,3,97.7,70.5,0,136,0,0,69.8
8/5/2017 7:00,11,98.2,70.8,0,136,0,0,70.2
8/5/2017 7:15,26,98.8,71,0,136,0,0,70.6
8/5/2017 7:30,38,99.1,71.2,0,136,0,0,70.9
8/5/2017 7:45,45,99.3,71.7,0,136,0,0,71.5
8/5/2017 8:00,83,99.4,71.9,0,136,0,0,71.7
8/5/2017 8:15,117,99.4,72.7,0,136,0,0,72.5
8/5/2017 8:30,107,99.4,72.9,0,136,0,0,72.7
8/5/2017 8:45,214,99.4,73.8,0,136,0,0,73.6
8/5/2017 9:00,236,98.7,74,0,136,0,0,73.6
8/5/2017 9:15,225,97.3,75.4,0,136,0,0,74.6
8/5/2017 9:30,123,94.5,74.5,0.04,136,0,0,72.8
8/5/2017 9:45,162,94,74.4,0.01,136,0,0,72.5
8/5/2017 10:00,275,94.7,75.1,0,136,0,0,73.4
8/5/2017 10:15,410,93.1,76.3,0,136,0,0,74.1
8/5/2017 10:30,665,92.2,78.6,0,136,0,0,76.1
8/5/2017 10:45,578,87,81,0,146,0,0,76.8
8/5/2017 11:00,484,84.2,79.6,0,169,0,0,74.5
8/5/2017 11:15,579,82.8,81.3,0,169,0,0,75.7
8/5/2017 11:30,776,79,82.9,0,172,0,0,75.9
8/5/2017 11:45,459,75.5,83.7,0,172,0,0,75.3
8/5/2017 12:00,305,76.2,82,0,172,0,0,73.9
8/5/2017 12:15,174,78.3,79.3,0,172,0,0,72.1
8/5/2017 12:30,182,78,77.1,0,172,0,0,69.8
8/5/2017 12:45,131,76.9,76.3,0,172,0,0,68.7
8/5/2017 13:00,113,86.1,75.4,0.01,127,0,0,71
8/5/2017 13:15,200,88,74.6,0,105,0,0,70.8
8/5/2017 13:30,184,89.4,74.8,0,105,0,0,71.5
8/5/2017 13:45,170,90.4,74.9,0,114,0,0,71.9
8/5/2017 14:00,204,91.3,75.6,0,120,0,0,72.9
8/5/2017 14:15,179,90.5,75,0.02,134,0,0,72
8/5/2017 14:30,226,91.5,74.6,0.01,141,0,0,71.9
8/5/2017 14:45,221,91.8,75,0.04,141,0,0,72.4
8/5/2017 15:00,206,90.3,74.6,0.03,141,0,0,71.6
8/5/2017 15:15,166,90.4,74.3,0.04,141,0,0,71.3
8/5/2017 15:30,156,90.4,73.4,0.01,112,1,0,70.4
8/5/2017 15:45,124,92.1,72.8,0.11,144,0,0,70.3
8/5/2017 16:00,98,93.8,72.5,0.11,36,0,0,70.6
8/5/2017 16:15,97,95,72.5,0.13,18,0,0,71
8/5/2017 16:30,94,95.7,72.2,0.04,9,0,0,70.9
8/5/2017 16:45,101,96.4,72.1,0.07,104,0,0,71
8/5/2017 17:00,68,97.1,71.8,0.07,206,0,0,70.9
8/5/2017 17:15,42,97.6,71.5,0.18,53,0,0,70.8
8/5/2017 17:30,46,98.2,71.3,0.08,52,0,0,70.7
8/5/2017 17:45,30,98.7,71.3,0.07,114,2,0,70.9
8/5/2017 18:00,7,99.1,71,0.12,108,2,0,70.7
8/5/2017 18:15,2,99.4,70.8,0.05,60,1,0,70.6
8/5/2017 18:30,0,99.4,70.7,0.05,5,0,0,70.5
8/5/2017 18:45,0,99.5,70.7,0.03,138,0,0,70.5
8/5/2017 19:00,0,99.5,70.5,0,14,0,0,70.3
8/5/2017 19:15,0,99.8,70.4,0.02,24,0,0,70.3
8/5/2017 19:30,0,99.8,70.2,0,125,0,0,70.1
8/5/2017 19:45,0,99.9,70.2,0.02,5,0,0,70.2
8/5/2017 20:00,0,100,70.1,0,35,0,0,70.1
8/5/2017 20:15,0,100,69.9,0.02,50,1,0,69.9
8/5/2017 20:30,0,100,69.8,0.02,35,1,0,69.8
8/5/2017 20:45,0,100,69.7,0.03,124,0,0,69.7
8/5/2017 21:00,0,100,69.5,0.01,128,0,0,69.5
8/5/2017 21:15,0,100,69.3,0.08,42,2,0,69.3
8/5/2017 21:30,0,100,69.2,0.03,42,3,0,69.2
8/5/2017 21:45,0,99.9,69.1,0.01,48,3,0,69.1
8/5/2017 22:00,0,100,68.9,0,39,1,0,68.9
8/5/2017 22:15,0,100,68.6,0.04,160,4,0,68.6
8/5/2017 22:30,0,100,68.5,0.02,128,0,0,68.5
8/5/2017 22:45,0,100,68.4,0,31,2,0,68.4
8/5/2017 23:00,0,100,68.4,0.03,43,2,0,68.4
8/5/2017 23:15,0,100,68.4,0.01,98,2,0,68.4
8/5/2017 23:30,0,100,68.4,0,142,3,0,68.4
8/5/2017 23:45,0,100,68.4,0,36,2,0,68.4
8/6/2017 0:00,0,100,68.3,0,121,1,0,68.3
8/6/2017 0:15,0,100,68.2,0.01,324,0,0,68.2
8/6/2017 0:30,0,100,68.1,0,121,0,0,68.1
8/6/2017 0:45,0,100,67.9,0,321,0,0,67.9
8/6/2017 1:00,0,100,67.9,0,214,0,0,67.9
8/6/2017 1:15,0,100,67.8,0,227,0,0,67.8
8/6/2017 1:30,0,100,67.8,0.02,76,2,0,67.8
8/6/2017 1:45,0,100,67.8,0.01,110,1,0,67.8
8/6/2017 2:00,0,100,67.7,0,135,1,0,67.7
8/6/2017 2:15,0,100,67.6,0,303,3,0,67.6
8/6/2017 2:30,0,100,67.6,0,125,0,0,67.6
8/6/2017 2:45,0,100,67.4,0,328,0,0,67.4
8/6/2017 3:00,0,100,67.3,0,234,0,0,67.3
8/6/2017 3:15,0,100,67.2,0.01,327,1,0,67.2
8/6/2017 3:30,0,100,67.1,0,347,1,0,67.1
8/6/2017 3:45,0,100,67,0,207,5,0,67
8/6/2017 4:00,0,100,67,0,306,3,0,67
8/6/2017 4:15,0,100,67.1,0,124,2,0,67.1
8/6/2017 4:30,0,100,66.9,0,221,0,0,66.9
8/6/2017 4:45,0,100,66.7,0,213,1,0,66.7
8/6/2017 5:00,0,100,66.6,0,206,2,0,66.6
8/6/2017 5:15,0,100,66.4,0,203,0,0,66.4
8/6/2017 5:30,0,100,66.2,0,299,2,0,66.2
8/6/2017 5:45,0,100,66.1,0,196,3,0,66.1
8/6/2017 6:00,0,100,66.2,0,210,1,0,66.2
8/6/2017 6:15,0,100,66.2,0,319,1,0,66.2
8/6/2017 6:30,0,100,66.3,0,93,2,0,66.3
8/6/2017 6:45,0,100,66.5,0,105,1,0,66.5
8/6/2017 7:00,4,100,66.4,0,248,3,0,66.4
8/6/2017 7:15,10,100,66.5,0,286,1,0,66.5
8/6/2017 7:30,12,100,66.7,0,187,4,0,66.7
8/6/2017 7:45,25,100,66.9,0,151,2,0,66.9
8/6/2017 8:00,44,100,66.7,0,299,3,0,66.7
8/6/2017 8:15,50,100,66.5,0,280,4,0,66.5
8/6/2017 8:30,65,100,66.8,0,203,2,0,66.8
8/6/2017 8:45,68,100,66.6,0,115,3,0,66.6
8/6/2017 9:00,98,100,66.5,0,160,2,0,66.5
8/6/2017 9:15,144,100,66.3,0,88,5,0,66.3
8/6/2017 9:30,171,100,66.4,0,272,5,0,66.4
8/6/2017 9:45,146,100,66.2,0,252,4,0,66.2
8/6/2017 10:00,158,100,66.6,0,249,3,0,66.6
8/6/2017 10:15,146,100,66.4,0,288,2,0,66.4
8/6/2017 10:30,171,100,66.8,0,244,2,0,66.8
8/6/2017 10:45,143,100,66.7,0,217,2,0,66.7
8/6/2017 11:00,181,100,66.7,0,240,3,0,66.7
8/6/2017 11:15,196,100,66.8,0,223,5,0,66.8
8/6/2017 11:30,236,100,67.3,0,206,3,0,67.3
8/6/2017 11:45,257,100,67.6,0,187,2,0,67.6
8/6/2017 12:00,316,100,67.9,0,245,3,0,67.9
8/6/2017 12:15,241,100,68.4,0,197,3,0,68.4
8/6/2017 12:30,227,99.5,68,0,317,3,0,67.8
8/6/2017 12:45,312,98.1,68.1,0,115,2,0,67.5
8/6/2017 13:00,256,96.6,68.5,0,276,2,0,67.5
8/6/2017 13:15,255,95.7,68.2,0,314,1,0,66.9
8/6/2017 13:30,238,95,68,0,208,4,0,66.5
8/6/2017 13:45,257,94.6,67.9,0,114,3,0,66.3
8/6/2017 14:00,213,94.4,67.9,0,307,3,0,66.2
8/6/2017 14:15,302,94.1,68.2,0,337,0,0,66.4
8/6/2017 14:30,298,93,68.4,0,309,3,0,66.3
8/6/2017 14:45,326,91.9,68.7,0,220,2,0,66.2
8/6/2017 15:00,424,90.4,69.2,0,280,4,0,66.2
8/6/2017 15:15,347,88,69.4,0,303,3,0,65.7
8/6/2017 15:30,420,87.7,69.3,0,165,3,0,65.5
8/6/2017 15:45,290,86.8,69.2,0,280,4,0,65.1
8/6/2017 16:00,165,86.7,68.3,0,271,3,0,64.2
8/6/2017 16:15,178,87.3,67.7,0,199,3,0,63.8
8/6/2017 16:30,421,87,68.3,0,283,6,0,64.3
8/6/2017 16:45,183,84.3,69.6,0,240,2,0,64.7
8/6/2017 17:00,88,84.6,67.8,0,218,4,0,63
8/6/2017 17:15,70,86.6,66.9,0,286,4,0,62.8
8/6/2017 17:30,40,87,66.8,0,319,6,0,62.8
8/6/2017 17:45,25,87.2,66.7,0,304,3,0,62.8
8/6/2017 18:00,8,88,66.5,0,115,2,0,62.8
8/6/2017 18:15,3,89,66.6,0,276,1,0,63.2
8/6/2017 18:30,0,89.3,66.5,0,21,3,0,63.2
8/6/2017 18:45,0,89.5,66.5,0,66,2,0,63.3
8/6/2017 19:00,0,90.1,66.6,0,55,4,0,63.6
8/6/2017 19:15,0,90,66.8,0,155,2,0,63.8
8/6/2017 19:30,0,90.6,66.7,0,124,3,0,63.8
8/6/2017 19:45,0,90.6,66.7,0,49,2,0,63.8
8/6/2017 20:00,0,90.9,66.7,0,162,3,0,63.9
8/6/2017 20:15,0,90.8,66.7,0,139,4,0,63.9
8/6/2017 20:30,0,90.2,66.7,0,131,3,0,63.7
8/6/2017 20:45,0,90.3,66.5,0,220,3,0,63.5
8/6/2017 21:00,0,89.9,66.5,0,45,3,0,63.4
8/6/2017 21:15,0,89,66.6,0,124,2,0,63.2
8/6/2017 21:30,0,88.8,66.5,0,36,1,0,63.1
8/6/2017 21:45,0,88.8,66.5,0,33,1,0,63.1
8/6/2017 22:00,0,88.6,66.6,0,142,3,0,63.1
8/6/2017 22:15,0,88.4,66.7,0,63,5,0,63.2
8/6/2017 22:30,0,88,66.7,0,256,2,0,63
8/6/2017 22:45,0,88.2,66.6,0,124,2,0,63
8/6/2017 23:00,0,88.4,66.6,0,57,2,0,63.1
8/6/2017 23:15,0,88.4,66.7,0,28,3,0,63.2
8/6/2017 23:30,0,88.6,66.5,0,38,0,0,63
8/6/2017 23:45,0,87.9,66.5,0,199,3,0,62.8
8/7/2017 0:00,0,87.6,66.3,0,235,0,0,62.5
8/7/2017 0:15,0,87.4,66.1,0,333,1,0,62.2
8/7/2017 0:30,0,86.7,66.3,0,258,5,0,62.2
8/7/2017 0:45,0,85.6,66.4,0,280,2,0,62
8/7/2017 1:00,0,85.8,66.3,0,105,3,0,61.9
8/7/2017 1:15,0,85.2,66.3,0,149,3,0,61.7
8/7/2017 1:30,0,85.2,66.1,0,124,3,0,61.5
8/7/2017 1:45,0,84.9,66.1,0,156,1,0,61.4
8/7/2017 2:00,0,84.5,66,0,129,0,0,61.2
8/7/2017 2:15,0,84.3,65.8,0,227,1,0,61
8/7/2017 2:30,0,84.3,66,0,309,1,0,61.2
8/7/2017 2:45,0,84.1,66,0,216,3,0,61.1
8/7/2017 3:00,0,83.5,66.2,0,204,0,0,61.1
8/7/2017 3:15,0,82.5,66.3,0,25,1,0,60.9
8/7/2017 3:30,0,82,66.4,0,310,1,0,60.8
8/7/2017 3:45,0,81.8,66.5,0,35,2,0,60.8
8/7/2017 4:00,0,81.7,66.5,0,204,1,0,60.8
8/7/2017 4:15,0,80.6,66.5,0,293,3,0,60.4
8/7/2017 4:30,0,78.9,66.4,0,258,4,0,59.7
8/7/2017 4:45,0,77.1,66.5,0,254,3,0,59.2
8/7/2017 5:00,0,76.6,66.6,0,120,2,0,59.1
8/7/2017 5:15,0,77.4,66.8,0,319,0,0,59.6
8/7/2017 5:30,0,77.9,67.1,0,111,3,0,60.1
8/7/2017 5:45,0,79.3,67.2,0,299,4,0,60.7
8/7/2017 6:00,0,79.7,67.2,0,183,2,0,60.8
8/7/2017 6:15,0,79.7,67,0,33,2,0,60.6
8/7/2017 6:30,0,80.6,66.8,0,128,0,0,60.7
8/7/2017 6:45,1,81.7,67,0,40,3,0,61.3
8/7/2017 7:00,7,82.6,67.2,0,42,1,0,61.8
8/7/2017 7:15,15,82.8,67.3,0,128,2,0,61.9
8/7/2017 7:30,34,83,67.4,0,131,1,0,62.1
8/7/2017 7:45,52,83.2,67.6,0,45,2,0,62.4
8/7/2017 8:00,82,82.7,67.8,0,121,1,0,62.4
8/7/2017 8:15,102,82.1,68.3,0,131,2,0,62.7
8/7/2017 8:30,105,81.5,68.6,0,230,0,0,62.8
