Date,Rain_[in]
1/9/2017,1.3
1/10/2017,0.04
1/11/2017,0.18
1/12/2017,0
1/13/2017,0.02
1/14/2017,0
1/15/2017,0
1/16/2017,0.66
1/17/2017,0.71
1/18/2017,0
1/19/2017,0
1/20/2017,0.55
1/21/2017,0.02
1/22/2017,0
1/23/2017,0.39
1/24/2017,0
1/25/2017,0.3
1/26/2017,0.35
1/27/2017,1.33
1/28/2017,0
1/29/2017,0
1/30/2017,0.54
1/31/2017,0.75
2/1/2017,1.49
2/2/2017,0.11
2/3/2017,0.02
2/4/2017,0
2/5/2017,0
2/6/2017,0.3
2/7/2017,0.67
2/8/2017,0.94
2/9/2017,0.42
2/10/2017,0.26
2/11/2017,0.06
2/12/2017,0
2/13/2017,0.13
2/14/2017,0.01
2/15/2017,0.13
2/16/2017,1.1
2/17/2017,0.08
2/18/2017,0.66
2/19/2017,0
2/20/2017,0.92
2/21/2017,0.07
2/22/2017,0.09
2/23/2017,0.1
2/24/2017,0.04
2/25/2017,0.76
2/26/2017,0
2/27/2017,0.01
2/28/2017,0.02
3/1/2017,0.42
3/2/2017,0.01
3/3/2017,0
3/4/2017,0.35
3/5/2017,0
3/6/2017,0.02
3/7/2017,0.01
3/8/2017,0.02
3/9/2017,0.5
3/10/2017,0.14
3/11/2017,0.01
3/12/2017,0
3/13/2017,2.02
3/14/2017,0
3/15/2017,0
3/16/2017,0.66
3/17/2017,2.38
3/18/2017,0.02
3/19/2017,0
3/20/2017,0.57
3/21/2017,0.01
3/22/2017,0.21
3/23/2017,0.01
3/24/2017,0.1
3/25/2017,0
3/26/2017,0
3/27/2017,0.1
3/28/2017,0.2
3/29/2017,0.06
3/30/2017,0.5
3/31/2017,0.05
