,Date,Aasu_rain[in],Amouli_rain[in],Fagaalu_rain[in],Fagaitua_rain[in],Fagalii_rain[in],Malaeimi_rain[in],Malaeloa_rain[in],Nua_rain[in],Onenoa_rain[in],Satala_rain[in],PPG_rain[in]
776,2017-02-15,3.09,0.13,1.32,0.93,0.19,3.3,2.11,1.47,0.13,1.37,2.98
777,2017-02-16,0.54,1.5,4.35,2.0,0.1,1.15,0.93,0.86,1.1,1.66,0.52
778,2017-02-17,0.49,0.06,0.48,0.1,0.2,0.08,0.23,0.35,0.08,1.29,0.21
779,2017-02-18,0.39,0.84,0.8,0.69,0.63,0.83,0.46,0.41,0.66,0.45,2.82
780,2017-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01
781,2017-02-20,3.6,1.43,2.86,2.13,4.03,3.93,3.07,3.84,0.92,2.7,0.41
782,2017-02-21,0.83,0.09,0.26,0.21,0.55,0.52,0.55,0.53,0.07,0.25,0.29
783,2017-02-22,0.11,0.09,0.29,0.53,0.13,0.21,0.13,0.2,0.09,0.33,0.35
784,2017-02-23,0.3,0.34,1.06,1.22,0.12,0.8,0.21,0.25,0.1,1.31,0.48
785,2017-02-24,0.24,0.05,0.06,0.08,0.36,0.4,0.27,0.21,0.04,0.05,0.43
786,2017-02-25,0.38,0.74,1.06,1.27,0.22,0.46,0.3,0.28,0.76,0.52,0.0
787,2017-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
788,2017-02-27,0.13,0.01,0.02,0.02,0.05,0.04,0.15,0.14,0.01,0.05,0.05
789,2017-02-28,0.33,0.02,0.23,0.05,0.21,0.23,0.37,0.2,0.02,0.18,0.28
790,2017-03-01,0.22,0.12,0.06,0.01,0.15,0.23,0.45,0.86,0.42,0.13,0.06
791,2017-03-02,0.77,0.02,0.04,0.02,0.43,0.03,0.15,0.44,0.01,0.45,0.03
792,2017-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.24
793,2017-03-04,0.41,0.45,0.8,0.12,0.21,0.65,0.41,0.5,0.35,0.92,0.0
794,2017-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,2017-03-06,0.02,0.07,0.0,0.14,0.0,0.01,0.0,0.0,0.02,0.06,0.02
796,2017-03-07,0.22,0.02,0.27,0.02,0.34,0.03,0.26,0.49,0.01,0.71,0.09
797,2017-03-08,0.07,0.12,0.26,0.11,0.11,0.11,0.14,0.16,0.02,0.07,0.22
798,2017-03-09,0.42,0.25,0.18,0.45,0.24,0.66,0.24,0.32,0.5,0.18,0.52
799,2017-03-10,0.39,0.18,0.4,0.29,0.25,0.27,0.09,0.12,0.14,0.64,0.06
800,2017-03-11,0.25,0.02,0.1,0.02,0.18,0.02,0.06,0.3,0.01,0.37,0.03
801,2017-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.21
802,2017-03-13,1.63,1.47,1.63,0.66,1.01,1.01,3.0,2.11,2.02,1.79,0.03
803,2017-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
804,2017-03-15,0.04,0.0,0.01,0.0,0.08,0.31,1.55,0.19,0.0,0.01,0.0
805,2017-03-16,0.0,0.17,0.04,0.12,0.32,0.04,0.09,0.0,0.66,0.05,0.06
806,2017-03-17,0.57,1.6,1.04,2.0,0.08,0.61,0.99,0.97,2.38,0.91,1.07
807,2017-03-18,0.47,0.02,0.31,0.04,0.27,0.28,0.47,0.31,0.02,0.56,0.11
808,2017-03-19,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
809,2017-03-20,0.63,0.56,0.35,1.28,0.58,0.44,0.46,0.41,0.57,0.77,0.25
810,2017-03-21,0.02,0.01,0.11,0.02,0.22,0.01,0.02,0.01,0.01,0.07,0.0
811,2017-03-22,1.33,0.21,0.2,0.28,0.13,0.65,0.22,0.5,0.21,0.18,0.38
812,2017-03-23,0.33,0.02,0.08,0.02,0.0,0.03,0.09,0.09,0.01,0.03,0.08
813,2017-03-24,0.36,0.07,0.21,0.12,0.0,0.17,0.1,0.16,0.1,0.77,0.05
814,2017-03-25,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0,0.0,0.01
815,2017-03-26,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.06
816,2017-03-27,0.43,0.26,0.33,0.36,0.03,0.29,0.54,0.38,0.1,0.59,0.14
817,2017-03-28,0.77,0.11,0.09,0.09,0.16,0.31,0.21,0.39,0.2,0.23,0.11
818,2017-03-29,0.14,0.54,0.2,0.6,0.4,0.08,0.12,0.06,0.06,0.27,0.1
819,2017-03-30,0.36,0.25,0.03,0.44,,0.2,0.21,0.11,0.5,0.12,0.25
820,2017-03-31,0.42,0.05,0.11,0.4,,0.33,0.28,0.46,0.05,0.77,0.3
821,2017-04-01,,,,,,,,,,,0.05
822,2017-04-02,,,,,,,,,,,0.04
823,2017-04-03,,,,,,,,,,,0.74
824,2017-04-04,,,,,,,,,,,0.74
825,2017-04-05,,,,,,,,,,,1.38
826,2017-04-06,,,,,,,,,,,0.0
827,2017-04-07,,,,,,,,,,,0.0
828,2017-04-08,,,,,,,,,,,0.24
829,2017-04-09,,,,,,,,,,,0.43
830,2017-04-10,,,,,,,,,,,1.18
831,2017-04-11,,,,,,,,,,,0.63
832,2017-04-12,,,,,,,,,,,0.26
833,2017-04-13,,,,,,,,,,,0.0
834,2017-04-14,,,,,,,,,,,0.26
835,2017-04-15,,,,,,,,,,,0.0
836,2017-04-16,,,,,,,,,,,0.08
837,2017-04-17,,,,,,,,,,,0.0
838,2017-04-18,,,,,,,,,,,0.0
839,2017-04-19,,,,,,,,,,,0.0
840,2017-04-20,,,,,,,,,,,0.0
841,2017-04-21,,,,,,,,,,,0.06
842,2017-04-22,,,,,,,,,,,0.0
843,2017-04-23,,,,,,,,,,,0.0
844,2017-04-24,,,,,,,,,,,0.55
845,2017-04-25,,,,,,,,,,,0.01
846,2017-04-26,,,,,,,,,,,0.09
847,2017-04-27,,,,,,,,,,,0.01
848,2017-04-28,,,,,,,,,,,0.0
849,2017-04-29,,,,,,,,,,,0.77
850,2017-04-30,,,,,,,,,,,0.62
851,2017-05-01,,,,,,,,,,,0.25
852,2017-05-02,,,,,,,,,,,0.37
853,2017-05-03,,,,,,,,,,,0.68
854,2017-05-04,,,,,,,,,,,0.36
855,2017-05-05,,,,,,,,,,,0.07
856,2017-05-06,,,,,,,,,,,1.17
857,2017-05-07,,,,,,,,,,,0.22
858,2017-05-08,,,,,,,,,,,0.64
859,2017-05-09,,,,,,,,,,,1.11
860,2017-05-10,,,,,,,,,,,8.03
861,2017-05-11,,,,,,,,,,,2.5
862,2017-05-12,,,,,,,,,,,0.03
863,2017-05-13,,,,,,,,,,,1.72
864,2017-05-14,,,,,,,,,,,0.09
865,2017-05-15,,,,,,,,,,,2.25
866,2017-05-16,,,,,,,,,,,0.86
867,2017-05-17,,,,,,,,,,,0.15
868,2017-05-18,,,,,,,,,,,0.05
869,2017-05-19,,,,,,,,,,,0.06
870,2017-05-20,,,,,,,,,,,0.66
871,2017-05-21,,,,,,,,,,,0.08
872,2017-05-22,,,,,,,,,,,0.79
873,2017-05-23,,,,,,,,,,,0.56
874,2017-05-24,,,,,,,,,,,0.17
875,2017-05-25,,,,,,,,,,,0.11
876,2017-05-26,,,,,,,,,,,0.13
877,2017-05-27,,,,,,,,,,,0.0
878,2017-05-28,,,,,,,,,,,0.09
879,2017-05-29,,,,,,,,,,,0.0
880,2017-05-30,,,,,,,,,,,0.02
881,2017-05-31,,,,,,,,,,,0.01
